val loss: 1.7925448417663574 Epoch 35 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.835
val loss: 1.7744836807250977 Epoch 36 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.845
val loss: 1.7806053161621094 Epoch 37 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.845
val loss: 1.7747044563293457 Epoch 38 - Top-1 Accuracy: 0.485, Top-5 Accuracy: 0.845
val loss: 1.7782671451568604 Epoch 39 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.845
val loss: 1.778377890586853 Epoch 40 - Top-1 Accuracy: 0.48, Top-5 Accuracy: 0.835
val loss: 1.7783465385437012 Epoch 41 - Top-1 Accuracy: 0.485, Top-5 Accuracy: 0.845
val loss: 1.7777612209320068 Epoch 42 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.84
val loss: 1.7777612209320068 Epoch 42 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.84
val loss: 1.7801178693771362 Epoch 43 - Top-1 Accuracy: 0.5, Top-5 Accuracy: 0.845
val loss: 1.7809321880340576 Epoch 44 - Top-1 Accuracy: 0.495, Top-5 Accuracy: 0.84
val loss: 1.7799456119537354 Epoch 45 - Top-1 Accuracy: 0.48, Top-5 Accuracy: 0.84
val loss: 1.7781767845153809 Epoch 46 - Top-1 Accuracy: 0.485, Top-5 Accuracy: 0.84
val loss: 1.7778043746948242 Epoch 47 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.84
val loss: 1.7777564525604248 Epoch 48 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.835
val loss: 1.7777290344238281 Epoch 49 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.835

rn50
val loss: 6.376489162445068 Epoch 0 - Top-1 Accuracy: 0.005, Top-5 Accuracy: 0.015
val loss: 5.8953857421875 Epoch 0 - Top-1 Accuracy: 0.01, Top-5 Accuracy: 0.02
val loss: 5.537967205047607 Epoch 1 - Top-1 Accuracy: 0.01, Top-5 Accuracy: 0.025
val loss: 5.189791202545166 Epoch 2 - Top-1 Accuracy: 0.015, Top-5 Accuracy: 0.06
val loss: 4.900386810302734 Epoch 3 - Top-1 Accuracy: 0.025, Top-5 Accuracy: 0.095
val loss: 4.670292854309082 Epoch 4 - Top-1 Accuracy: 0.045, Top-5 Accuracy: 0.145
val loss: 4.431116104125977 Epoch 5 - Top-1 Accuracy: 0.06, Top-5 Accuracy: 0.225
val loss: 4.150539398193359 Epoch 6 - Top-1 Accuracy: 0.105, Top-5 Accuracy: 0.295
val loss: 3.768463611602783 Epoch 7 - Top-1 Accuracy: 0.155, Top-5 Accuracy: 0.42
val loss: 3.2950639724731445 Epoch 8 - Top-1 Accuracy: 0.215, Top-5 Accuracy: 0.53
val loss: 2.7882602214813232 Epoch 9 - Top-1 Accuracy: 0.29, Top-5 Accuracy: 0.64
val loss: 2.4493770599365234 Epoch 10 - Top-1 Accuracy: 0.315, Top-5 Accuracy: 0.68
val loss: 2.1937661170959473 Epoch 11 - Top-1 Accuracy: 0.36, Top-5 Accuracy: 0.735
val loss: 2.027134895324707 Epoch 12 - Top-1 Accuracy: 0.375, Top-5 Accuracy: 0.78
val loss: 1.8746780157089233 Epoch 13 - Top-1 Accuracy: 0.465, Top-5 Accuracy: 0.825
val loss: 1.7791121006011963 Epoch 14 - Top-1 Accuracy: 0.48, Top-5 Accuracy: 0.825
val loss: 1.7308058738708496 Epoch 15 - Top-1 Accuracy: 0.48, Top-5 Accuracy: 0.85
val loss: 1.697213888168335 Epoch 16 - Top-1 Accuracy: 0.46, Top-5 Accuracy: 0.835
val loss: 1.6061460971832275 Epoch 17 - Top-1 Accuracy: 0.51, Top-5 Accuracy: 0.855
val loss: 1.5860726833343506 Epoch 18 - Top-1 Accuracy: 0.52, Top-5 Accuracy: 0.865
val loss: 1.51310396194458 Epoch 19 - Top-1 Accuracy: 0.55, Top-5 Accuracy: 0.855
val loss: 1.508988380432129 Epoch 20 - Top-1 Accuracy: 0.595, Top-5 Accuracy: 0.87
val loss: 1.4690604209899902 Epoch 21 - Top-1 Accuracy: 0.55, Top-5 Accuracy: 0.875
val loss: 1.4730287790298462 Epoch 22 - Top-1 Accuracy: 0.575, Top-5 Accuracy: 0.875
val loss: 1.4957735538482666 Epoch 23 - Top-1 Accuracy: 0.545, Top-5 Accuracy: 0.855
val loss: 1.4485422372817993 Epoch 24 - Top-1 Accuracy: 0.56, Top-5 Accuracy: 0.88
val loss: 1.4427120685577393 Epoch 25 - Top-1 Accuracy: 0.57, Top-5 Accuracy: 0.87
val loss: 1.4481008052825928 Epoch 26 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.845
val loss: 1.4188928604125977 Epoch 27 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.87
val loss: 1.409017562866211 Epoch 28 - Top-1 Accuracy: 0.6, Top-5 Accuracy: 0.89
val loss: 1.4060912132263184 Epoch 29 - Top-1 Accuracy: 0.58, Top-5 Accuracy: 0.86
val loss: 1.3830358982086182 Epoch 30 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.89
val loss: 1.409836769104004 Epoch 31 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.865
val loss: 1.4002740383148193 Epoch 32 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.89
val loss: 1.4007463455200195 Epoch 33 - Top-1 Accuracy: 0.565, Top-5 Accuracy: 0.875
val loss: 1.3994741439819336 Epoch 34 - Top-1 Accuracy: 0.58, Top-5 Accuracy: 0.875
val loss: 1.3962578773498535 Epoch 35 - Top-1 Accuracy: 0.595, Top-5 Accuracy: 0.88
val loss: 1.3796334266662598 Epoch 36 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.88
val loss: 1.387988805770874 Epoch 37 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.885
val loss: 1.3889403343200684 Epoch 38 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.875
val loss: 1.3799715042114258 Epoch 39 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.875
val loss: 1.3891640901565552 Epoch 40 - Top-1 Accuracy: 0.58, Top-5 Accuracy: 0.875
val loss: 1.3899223804473877 Epoch 41 - Top-1 Accuracy: 0.58, Top-5 Accuracy: 0.875
val loss: 1.3852527141571045 Epoch 42 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.875
val loss: 1.3852612972259521 Epoch 43 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.87
val loss: 1.3867547512054443 Epoch 44 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.87
val loss: 1.3861743211746216 Epoch 45 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.875
val loss: 1.386274814605713 Epoch 46 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.875
val loss: 1.385146975517273 Epoch 47 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.875
val loss: 1.3845477104187012 Epoch 48 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.875
val loss: 1.3844819068908691 Epoch 49 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.875
val loss: 1.0919606685638428 Epoch 49 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.875
val loss: 1.5677740573883057 Epoch 0 - Top-1 Accuracy: 0.0, Top-5 Accuracy: 0.01
val loss: 1.5018165111541748 Epoch 0 - Top-1 Accuracy: 0.0, Top-5 Accuracy: 0.02
val loss: 1.4568650722503662 Epoch 1 - Top-1 Accuracy: 0.0, Top-5 Accuracy: 0.035
val loss: 1.4192297458648682 Epoch 2 - Top-1 Accuracy: 0.01, Top-5 Accuracy: 0.07
val loss: 1.3867406845092773 Epoch 3 - Top-1 Accuracy: 0.025, Top-5 Accuracy: 0.105
val loss: 1.35927414894104 Epoch 4 - Top-1 Accuracy: 0.04, Top-5 Accuracy: 0.145
val loss: 1.3333770036697388 Epoch 5 - Top-1 Accuracy: 0.055, Top-5 Accuracy: 0.195
val loss: 1.302530288696289 Epoch 6 - Top-1 Accuracy: 0.075, Top-5 Accuracy: 0.32
val loss: 1.2633168697357178 Epoch 7 - Top-1 Accuracy: 0.16, Top-5 Accuracy: 0.435
val loss: 1.2182716131210327 Epoch 8 - Top-1 Accuracy: 0.185, Top-5 Accuracy: 0.525
val loss: 1.1712032556533813 Epoch 9 - Top-1 Accuracy: 0.305, Top-5 Accuracy: 0.605
val loss: 1.1285768747329712 Epoch 10 - Top-1 Accuracy: 0.355, Top-5 Accuracy: 0.7
val loss: 1.100785493850708 Epoch 11 - Top-1 Accuracy: 0.41, Top-5 Accuracy: 0.745
val loss: 1.0824257135391235 Epoch 12 - Top-1 Accuracy: 0.4, Top-5 Accuracy: 0.78
val loss: 1.0640473365783691 Epoch 13 - Top-1 Accuracy: 0.46, Top-5 Accuracy: 0.78
val loss: 1.0516668558120728 Epoch 14 - Top-1 Accuracy: 0.485, Top-5 Accuracy: 0.805
val loss: 1.03922700881958 Epoch 15 - Top-1 Accuracy: 0.48, Top-5 Accuracy: 0.83
val loss: 1.0294841527938843 Epoch 16 - Top-1 Accuracy: 0.52, Top-5 Accuracy: 0.835
val loss: 1.0221952199935913 Epoch 17 - Top-1 Accuracy: 0.535, Top-5 Accuracy: 0.85
val loss: 1.0172139406204224 Epoch 18 - Top-1 Accuracy: 0.525, Top-5 Accuracy: 0.845
val loss: 1.0074578523635864 Epoch 19 - Top-1 Accuracy: 0.54, Top-5 Accuracy: 0.835
val loss: 0.9997002482414246 Epoch 20 - Top-1 Accuracy: 0.545, Top-5 Accuracy: 0.855
val loss: 0.9948204159736633 Epoch 21 - Top-1 Accuracy: 0.58, Top-5 Accuracy: 0.88
val loss: 0.9872735142707825 Epoch 22 - Top-1 Accuracy: 0.565, Top-5 Accuracy: 0.855
val loss: 0.98358154296875 Epoch 23 - Top-1 Accuracy: 0.555, Top-5 Accuracy: 0.86
val loss: 0.9777300357818604 Epoch 24 - Top-1 Accuracy: 0.595, Top-5 Accuracy: 0.87
val loss: 0.9739975333213806 Epoch 25 - Top-1 Accuracy: 0.55, Top-5 Accuracy: 0.88
val loss: 0.9698045253753662 Epoch 26 - Top-1 Accuracy: 0.565, Top-5 Accuracy: 0.875
val loss: 0.9684178233146667 Epoch 27 - Top-1 Accuracy: 0.56, Top-5 Accuracy: 0.86
val loss: 0.9657353162765503 Epoch 28 - Top-1 Accuracy: 0.56, Top-5 Accuracy: 0.875
val loss: 0.9598858952522278 Epoch 29 - Top-1 Accuracy: 0.57, Top-5 Accuracy: 0.88
val loss: 0.9584380388259888 Epoch 30 - Top-1 Accuracy: 0.57, Top-5 Accuracy: 0.875
val loss: 0.9520074725151062 Epoch 31 - Top-1 Accuracy: 0.57, Top-5 Accuracy: 0.885
val loss: 0.9509375095367432 Epoch 32 - Top-1 Accuracy: 0.575, Top-5 Accuracy: 0.88
val loss: 0.9490807056427002 Epoch 33 - Top-1 Accuracy: 0.575, Top-5 Accuracy: 0.88
val loss: 0.9463977813720703 Epoch 34 - Top-1 Accuracy: 0.57, Top-5 Accuracy: 0.875
val loss: 0.9443222284317017 Epoch 35 - Top-1 Accuracy: 0.575, Top-5 Accuracy: 0.865
val loss: 0.9415473937988281 Epoch 36 - Top-1 Accuracy: 0.58, Top-5 Accuracy: 0.875
val loss: 0.9422770738601685 Epoch 37 - Top-1 Accuracy: 0.57, Top-5 Accuracy: 0.865
val loss: 0.9402551651000977 Epoch 38 - Top-1 Accuracy: 0.58, Top-5 Accuracy: 0.865
val loss: 0.9375276565551758 Epoch 39 - Top-1 Accuracy: 0.575, Top-5 Accuracy: 0.88
val loss: 0.9375637173652649 Epoch 40 - Top-1 Accuracy: 0.57, Top-5 Accuracy: 0.87
val loss: 5.252964496612549 Epoch 0 - Top-1 Accuracy: 0.0, Top-5 Accuracy: 0.01
val loss: 4.771592140197754 Epoch 0 - Top-1 Accuracy: 0.0, Top-5 Accuracy: 0.02
val loss: 4.440561294555664 Epoch 1 - Top-1 Accuracy: 0.0, Top-5 Accuracy: 0.03
val loss: 4.16522216796875 Epoch 2 - Top-1 Accuracy: 0.01, Top-5 Accuracy: 0.075
val loss: 3.9313571453094482 Epoch 3 - Top-1 Accuracy: 0.025, Top-5 Accuracy: 0.1
val loss: 3.740466833114624 Epoch 4 - Top-1 Accuracy: 0.045, Top-5 Accuracy: 0.145
val loss: 3.5674972534179688 Epoch 5 - Top-1 Accuracy: 0.06, Top-5 Accuracy: 0.205
val loss: 3.364121913909912 Epoch 6 - Top-1 Accuracy: 0.08, Top-5 Accuracy: 0.325
val loss: 3.1005353927612305 Epoch 7 - Top-1 Accuracy: 0.16, Top-5 Accuracy: 0.415
val loss: 2.784797430038452 Epoch 8 - Top-1 Accuracy: 0.215, Top-5 Accuracy: 0.52
val loss: 2.440660238265991 Epoch 9 - Top-1 Accuracy: 0.32, Top-5 Accuracy: 0.625
val loss: 2.1388399600982666 Epoch 10 - Top-1 Accuracy: 0.36, Top-5 Accuracy: 0.68
val loss: 1.9618592262268066 Epoch 11 - Top-1 Accuracy: 0.425, Top-5 Accuracy: 0.73
val loss: 1.8590071201324463 Epoch 12 - Top-1 Accuracy: 0.435, Top-5 Accuracy: 0.765
val loss: 1.750051736831665 Epoch 13 - Top-1 Accuracy: 0.455, Top-5 Accuracy: 0.79
val loss: 1.6859724521636963 Epoch 14 - Top-1 Accuracy: 0.47, Top-5 Accuracy: 0.81
val loss: 1.6163787841796875 Epoch 15 - Top-1 Accuracy: 0.48, Top-5 Accuracy: 0.815
val loss: 1.5800377130508423 Epoch 16 - Top-1 Accuracy: 0.52, Top-5 Accuracy: 0.83
val loss: 1.5501412153244019 Epoch 17 - Top-1 Accuracy: 0.53, Top-5 Accuracy: 0.85
val loss: 1.5409640073776245 Epoch 18 - Top-1 Accuracy: 0.5, Top-5 Accuracy: 0.85
val loss: 1.4995410442352295 Epoch 19 - Top-1 Accuracy: 0.535, Top-5 Accuracy: 0.83
val loss: 1.4766110181808472 Epoch 20 - Top-1 Accuracy: 0.53, Top-5 Accuracy: 0.845
val loss: 1.4556183815002441 Epoch 21 - Top-1 Accuracy: 0.575, Top-5 Accuracy: 0.865
val loss: 1.4308205842971802 Epoch 22 - Top-1 Accuracy: 0.565, Top-5 Accuracy: 0.85
val loss: 1.4215397834777832 Epoch 23 - Top-1 Accuracy: 0.56, Top-5 Accuracy: 0.86
val loss: 1.4038231372833252 Epoch 24 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.885
val loss: 1.4060733318328857 Epoch 25 - Top-1 Accuracy: 0.545, Top-5 Accuracy: 0.885
val loss: 1.3994770050048828 Epoch 26 - Top-1 Accuracy: 0.56, Top-5 Accuracy: 0.885
val loss: 1.4102214574813843 Epoch 27 - Top-1 Accuracy: 0.57, Top-5 Accuracy: 0.875
val loss: 1.416485071182251 Epoch 28 - Top-1 Accuracy: 0.565, Top-5 Accuracy: 0.88
val loss: 1.3893864154815674 Epoch 29 - Top-1 Accuracy: 0.58, Top-5 Accuracy: 0.87
val loss: 1.406790018081665 Epoch 30 - Top-1 Accuracy: 0.57, Top-5 Accuracy: 0.875
val loss: 1.372941017150879 Epoch 31 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.9
val loss: 1.3854444026947021 Epoch 32 - Top-1 Accuracy: 0.58, Top-5 Accuracy: 0.88
val loss: 1.3844774961471558 Epoch 33 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.9
val loss: 1.3775386810302734 Epoch 34 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.89
val loss: 1.3776063919067383 Epoch 35 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.89
val loss: 1.3684914112091064 Epoch 36 - Top-1 Accuracy: 0.605, Top-5 Accuracy: 0.885
val loss: 1.3883360624313354 Epoch 37 - Top-1 Accuracy: 0.58, Top-5 Accuracy: 0.88
val loss: 1.3808362483978271 Epoch 38 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.89
val loss: 1.3677356243133545 Epoch 39 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.89
val loss: 1.3761608600616455 Epoch 40 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.885
val loss: 1.3696584701538086 Epoch 41 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.9
val loss: 1.3769252300262451 Epoch 42 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.89
val loss: 1.3739066123962402 Epoch 43 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.895
val loss: 1.3783965110778809 Epoch 44 - Top-1 Accuracy: 0.585, Top-5 Accuracy: 0.885
val loss: 1.376591682434082 Epoch 45 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.885
val loss: 1.3742625713348389 Epoch 46 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.895
val loss: 1.3743815422058105 Epoch 47 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.895
val loss: 1.3747612237930298 Epoch 48 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.895
val loss: 1.374820351600647 Epoch 49 - Top-1 Accuracy: 0.59, Top-5 Accuracy: 0.895
val loss: 5.496884822845459 Epoch 0 - Top-1 Accuracy: 0.0, Top-5 Accuracy: 0.02
val loss: 4.951659202575684 Epoch 0 - Top-1 Accuracy: 0.0, Top-5 Accuracy: 0.015
val loss: 4.628354072570801 Epoch 1 - Top-1 Accuracy: 0.01, Top-5 Accuracy: 0.025
val loss: 4.325937271118164 Epoch 2 - Top-1 Accuracy: 0.01, Top-5 Accuracy: 0.085
val loss: 4.046492576599121 Epoch 3 - Top-1 Accuracy: 0.005, Top-5 Accuracy: 0.09
val loss: 3.8186135292053223 Epoch 4 - Top-1 Accuracy: 0.03, Top-5 Accuracy: 0.14
val loss: 3.6163241863250732 Epoch 5 - Top-1 Accuracy: 0.055, Top-5 Accuracy: 0.2
val loss: 3.398017644882202 Epoch 6 - Top-1 Accuracy: 0.085, Top-5 Accuracy: 0.28
val loss: 3.1383745670318604 Epoch 7 - Top-1 Accuracy: 0.13, Top-5 Accuracy: 0.375
val loss: 2.8309078216552734 Epoch 8 - Top-1 Accuracy: 0.195, Top-5 Accuracy: 0.47
val loss: 2.525897979736328 Epoch 9 - Top-1 Accuracy: 0.23, Top-5 Accuracy: 0.575
val loss: 2.263456106185913 Epoch 10 - Top-1 Accuracy: 0.27, Top-5 Accuracy: 0.615
val loss: 2.098463535308838 Epoch 11 - Top-1 Accuracy: 0.31, Top-5 Accuracy: 0.675
val loss: 2.000471830368042 Epoch 12 - Top-1 Accuracy: 0.36, Top-5 Accuracy: 0.705
val loss: 1.9243972301483154 Epoch 13 - Top-1 Accuracy: 0.36, Top-5 Accuracy: 0.74
val loss: 2.499291181564331 Epoch 0 - Top-1 Accuracy: 0.0, Top-5 Accuracy: 0.02
val loss: 2.316087484359741 Epoch 0 - Top-1 Accuracy: 0.0, Top-5 Accuracy: 0.02
val loss: 2.207085609436035 Epoch 1 - Top-1 Accuracy: 0.01, Top-5 Accuracy: 0.025
val loss: 2.1049015522003174 Epoch 2 - Top-1 Accuracy: 0.01, Top-5 Accuracy: 0.09
val loss: 2.0102591514587402 Epoch 3 - Top-1 Accuracy: 0.005, Top-5 Accuracy: 0.09
val loss: 1.9323749542236328 Epoch 4 - Top-1 Accuracy: 0.035, Top-5 Accuracy: 0.14
val loss: 1.8622186183929443 Epoch 5 - Top-1 Accuracy: 0.055, Top-5 Accuracy: 0.205
val loss: 1.7854546308517456 Epoch 6 - Top-1 Accuracy: 0.095, Top-5 Accuracy: 0.28
val loss: 1.6939082145690918 Epoch 7 - Top-1 Accuracy: 0.13, Top-5 Accuracy: 0.385
val loss: 1.5856314897537231 Epoch 8 - Top-1 Accuracy: 0.195, Top-5 Accuracy: 0.465
val loss: 1.4792044162750244 Epoch 9 - Top-1 Accuracy: 0.23, Top-5 Accuracy: 0.575
val loss: 1.3873441219329834 Epoch 10 - Top-1 Accuracy: 0.27, Top-5 Accuracy: 0.625
val loss: 1.329175591468811 Epoch 11 - Top-1 Accuracy: 0.315, Top-5 Accuracy: 0.67
val loss: 1.2928414344787598 Epoch 12 - Top-1 Accuracy: 0.365, Top-5 Accuracy: 0.7
val loss: 1.2657108306884766 Epoch 13 - Top-1 Accuracy: 0.37, Top-5 Accuracy: 0.745
val loss: 1.2550302743911743 Epoch 14 - Top-1 Accuracy: 0.39, Top-5 Accuracy: 0.74
val loss: 1.2272303104400635 Epoch 15 - Top-1 Accuracy: 0.395, Top-5 Accuracy: 0.77
val loss: 1.2179832458496094 Epoch 16 - Top-1 Accuracy: 0.4, Top-5 Accuracy: 0.795
val loss: 1.1957718133926392 Epoch 17 - Top-1 Accuracy: 0.445, Top-5 Accuracy: 0.795
val loss: 1.1894772052764893 Epoch 18 - Top-1 Accuracy: 0.435, Top-5 Accuracy: 0.775
val loss: 1.1755825281143188 Epoch 19 - Top-1 Accuracy: 0.47, Top-5 Accuracy: 0.8
val loss: 1.1663354635238647 Epoch 20 - Top-1 Accuracy: 0.475, Top-5 Accuracy: 0.81
val loss: 1.1683405637741089 Epoch 21 - Top-1 Accuracy: 0.47, Top-5 Accuracy: 0.805
val loss: 1.164656639099121 Epoch 22 - Top-1 Accuracy: 0.455, Top-5 Accuracy: 0.82
val loss: 1.1584464311599731 Epoch 23 - Top-1 Accuracy: 0.44, Top-5 Accuracy: 0.83
val loss: 1.149552822113037 Epoch 24 - Top-1 Accuracy: 0.51, Top-5 Accuracy: 0.82
val loss: 1.1489911079406738 Epoch 25 - Top-1 Accuracy: 0.485, Top-5 Accuracy: 0.805
val loss: 1.1440722942352295 Epoch 26 - Top-1 Accuracy: 0.47, Top-5 Accuracy: 0.81
val loss: 1.1399385929107666 Epoch 27 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.82
val loss: 1.1375439167022705 Epoch 28 - Top-1 Accuracy: 0.47, Top-5 Accuracy: 0.825
val loss: 1.1367301940917969 Epoch 29 - Top-1 Accuracy: 0.495, Top-5 Accuracy: 0.825
val loss: 1.135733962059021 Epoch 30 - Top-1 Accuracy: 0.485, Top-5 Accuracy: 0.825
val loss: 1.1348645687103271 Epoch 31 - Top-1 Accuracy: 0.48, Top-5 Accuracy: 0.82
val loss: 1.1293060779571533 Epoch 32 - Top-1 Accuracy: 0.51, Top-5 Accuracy: 0.83
val loss: 1.1249260902404785 Epoch 33 - Top-1 Accuracy: 0.48, Top-5 Accuracy: 0.825
val loss: 1.1242235898971558 Epoch 34 - Top-1 Accuracy: 0.5, Top-5 Accuracy: 0.825
val loss: 1.120189905166626 Epoch 35 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.835
val loss: 1.1208834648132324 Epoch 36 - Top-1 Accuracy: 0.51, Top-5 Accuracy: 0.83
val loss: 1.1178807020187378 Epoch 37 - Top-1 Accuracy: 0.495, Top-5 Accuracy: 0.83
val loss: 1.1176420450210571 Epoch 38 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.83
val loss: 1.1160340309143066 Epoch 39 - Top-1 Accuracy: 0.495, Top-5 Accuracy: 0.825
val loss: 1.1142958402633667 Epoch 40 - Top-1 Accuracy: 0.495, Top-5 Accuracy: 0.835
val loss: 1.1137961149215698 Epoch 41 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.83
val loss: 1.112787127494812 Epoch 42 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.835
val loss: 1.112433910369873 Epoch 43 - Top-1 Accuracy: 0.495, Top-5 Accuracy: 0.83
val loss: 1.1124775409698486 Epoch 44 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.83
val loss: 1.112658977508545 Epoch 45 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.83
val loss: 1.1126902103424072 Epoch 46 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.825
val loss: 1.112830638885498 Epoch 47 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.825
val loss: 1.1128665208816528 Epoch 48 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.825
val loss: 1.11287260055542 Epoch 49 - Top-1 Accuracy: 0.49, Top-5 Accuracy: 0.825
